full_name,clone_url,default_branch,stargazers_count,last_pushed,license_spdx,license_class,language,archived
instride-ch/pimcore-data-definitions,https://github.com/instride-ch/pimcore-data-definitions.git,6.0,81,2026-03-02,NOASSERTION,unknown,PHP,False
inventorypapa/free-dropshipping-automation-software,https://github.com/inventorypapa/free-dropshipping-automation-software.git,main,56,2022-02-20,MIT,permissive,PHP,False
ipij/symfony2-behat-example,https://github.com/ipij/symfony2-behat-example.git,master,19,2016-05-24,,unlicensed,JavaScript,False
ironmtntech/xrono,https://github.com/ironmtntech/xrono.git,master,37,2022-10-19,MIT,permissive,Ruby,False
irontec/ivozprovider,https://github.com/irontec/ivozprovider.git,main,221,2026-04-17,GPL-3.0,copyleft,PHP,False
janlelis/pws,https://github.com/janlelis/pws.git,main,206,2023-02-02,MIT,permissive,Ruby,False
jbraeuer/raziel,https://github.com/jbraeuer/raziel.git,master,11,2014-03-13,,unlicensed,Ruby,False
johnmendonca/sinatra-doorman,https://github.com/johnmendonca/sinatra-doorman.git,master,17,2010-02-11,MIT,permissive,Ruby,False
joshp123/xuezh,https://github.com/joshp123/xuezh.git,main,37,2026-02-11,AGPL-3.0,copyleft,Go,False
kevgo/text-runner,https://github.com/kevgo/text-runner.git,main,41,2026-03-21,,unlicensed,TypeScript,False
kevsmith/carrot,https://github.com/kevsmith/carrot.git,master,12,2009-10-07,,unlicensed,Erlang,False
kiali/kiali,https://github.com/kiali/kiali.git,master,3585,2026-04-17,Apache-2.0,permissive,Go,False
kuzzleio/sdk-javascript,https://github.com/kuzzleio/sdk-javascript.git,master,41,2025-12-29,Apache-2.0,permissive,JavaScript,False
langwatch/kanban-code,https://github.com/langwatch/kanban-code.git,main,160,2026-04-18,AGPL-3.0,copyleft,Swift,False
langwatch/langwatch,https://github.com/langwatch/langwatch.git,main,3205,2026-04-19,NOASSERTION,unknown,TypeScript,False
lashd/mirage,https://github.com/lashd/mirage.git,master,19,2023-01-09,,unlicensed,Ruby,False
lchrusciel/Beery,https://github.com/lchrusciel/Beery.git,master,39,2018-04-03,,unlicensed,PHP,False
leandog/brazenhead,https://github.com/leandog/brazenhead.git,master,14,2014-01-12,MIT,permissive,Java,False
learningequality/kolibri,https://github.com/learningequality/kolibri.git,develop,1043,2026-04-18,MIT,permissive,Python,False
learningequality/studio,https://github.com/learningequality/studio.git,unstable,178,2026-04-19,MIT,permissive,Python,False
ledgersmb/LedgerSMB,https://github.com/ledgersmb/LedgerSMB.git,master,532,2026-04-18,NOASSERTION,unknown,Perl,False
leshill/mongodoc,https://github.com/leshill/mongodoc.git,master,27,2012-03-21,MIT,permissive,Ruby,False
lindsaymacvean/seventag,https://github.com/lindsaymacvean/seventag.git,master,12,2016-07-27,AGPL-3.0,copyleft,JavaScript,False
linguisticexplorer/Linguistic-Explorer,https://github.com/linguisticexplorer/Linguistic-Explorer.git,master,17,2019-11-08,MIT,permissive,Ruby,False
link-it/govway,https://github.com/link-it/govway.git,3.4.x,73,2026-04-18,GPL-3.0,copyleft,Java,False
magnars/tagedit,https://github.com/magnars/tagedit.git,master,100,2016-11-21,,unlicensed,Emacs Lisp,False
mangoweb-sylius/SyliusExtendedChannelsPlugin,https://github.com/mangoweb-sylius/SyliusExtendedChannelsPlugin.git,master,13,2026-03-23,MIT,permissive,PHP,False
mattheworiordan/easybacklog,https://github.com/mattheworiordan/easybacklog.git,main,14,2022-08-20,MIT,permissive,Ruby,False
matthijsgroen/rspec-shell-expectations,https://github.com/matthijsgroen/rspec-shell-expectations.git,master,23,2018-01-10,MIT,permissive,Ruby,False
mattwynne/cucover,https://github.com/mattwynne/cucover.git,master,49,2010-04-08,MIT,permissive,Ruby,False
mattyoho/basic_assumption,https://github.com/mattyoho/basic_assumption.git,master,29,2015-08-11,MIT,permissive,Ruby,False
michaelstephensonuk/IntegrationPlaybook-LogicApp-Standard-Testing,https://github.com/michaelstephensonuk/IntegrationPlaybook-LogicApp-Standard-Testing.git,main,13,2024-02-01,MIT,permissive,C#,False
mikeyobrien/rho,https://github.com/mikeyobrien/rho.git,main,351,2026-04-18,MIT,permissive,TypeScript,False
mislav/hub,https://github.com/mislav/hub.git,master,22938,2024-02-02,MIT,permissive,Go,False
momentum-design/momentum-design,https://github.com/momentum-design/momentum-design.git,main,31,2026-04-17,MIT,permissive,TypeScript,False
nasa/cmr-opensearch,https://github.com/nasa/cmr-opensearch.git,master,24,2026-04-14,NOASSERTION,unknown,Ruby,False
nextcloud/server,https://github.com/nextcloud/server.git,master,34656,2026-04-19,AGPL-3.0,copyleft,PHP,False
nhsengland/futurenhs,https://github.com/nhsengland/futurenhs.git,main,16,2023-03-04,MIT,permissive,C#,False
nowsprinting/iosAppsTestAutomationSamples,https://github.com/nowsprinting/iosAppsTestAutomationSamples.git,master,18,2017-07-02,MIT,permissive,Objective-C,False
openSUSE/osc,https://github.com/openSUSE/osc.git,master,194,2026-04-17,GPL-2.0,copyleft,Python,False
opinionated-digital-center/pyadr,https://github.com/opinionated-digital-center/pyadr.git,main,56,2026-04-15,MIT,permissive,Python,False
otwcode/otwarchive,https://github.com/otwcode/otwarchive.git,master,2010,2026-04-17,GPL-2.0,copyleft,Ruby,False
padawan-php/padawan.php,https://github.com/padawan-php/padawan.php.git,master,254,2017-11-15,MIT,permissive,PHP,False
paulbatum/Dominion,https://github.com/paulbatum/Dominion.git,master,70,2011-06-01,MIT,permissive,C#,False
peej/tonic,https://github.com/peej/tonic.git,master,623,2022-11-03,MIT,permissive,PHP,False
phainestai/mimir,https://github.com/phainestai/mimir.git,main,10,2026-04-16,Apache-2.0,permissive,Python,False
pherkin/test-bdd-cucumber-perl,https://github.com/pherkin/test-bdd-cucumber-perl.git,master,55,2025-05-24,,unlicensed,Perl,False
plasticine/middleman-react,https://github.com/plasticine/middleman-react.git,master,55,2015-06-22,MIT,permissive,Ruby,False
plasticine/simulacrum,https://github.com/plasticine/simulacrum.git,master,17,2014-09-29,NOASSERTION,unknown,Ruby,False
pzavolinsky/ts-unused-exports,https://github.com/pzavolinsky/ts-unused-exports.git,master,802,2024-11-25,MIT,permissive,TypeScript,False
qgrid/ng2,https://github.com/qgrid/ng2.git,master,25,2023-07-16,MIT,permissive,JavaScript,False
racodond/sonar-gherkin-plugin,https://github.com/racodond/sonar-gherkin-plugin.git,master,36,2022-06-28,LGPL-3.0,copyleft,Java,False
rawkode/gitsync,https://github.com/rawkode/gitsync.git,main,10,2024-04-02,MIT,permissive,Rust,False
ready-to-release/eac,https://github.com/ready-to-release/eac.git,main,27,2026-04-19,NOASSERTION,unknown,Go,False
red-and-black/DjangoGoat,https://github.com/red-and-black/DjangoGoat.git,master,46,2023-08-15,MIT,permissive,Python,False
regen-network/regen-ledger,https://github.com/regen-network/regen-ledger.git,main,220,2026-02-24,NOASSERTION,unknown,Go,False
rgoulter/smart-keymap,https://github.com/rgoulter/smart-keymap.git,master,19,2026-02-22,Apache-2.0,permissive,C,False
riseuplabs/crabgrass-old,https://github.com/riseuplabs/crabgrass-old.git,master,79,2016-01-12,NOASSERTION,unknown,Ruby,False
rlogiacco/Natural,https://github.com/rlogiacco/Natural.git,master,77,2022-02-17,EPL-1.0,copyleft,Java,False
rspec/rspec,https://github.com/rspec/rspec.git,main,93,2026-04-05,MIT,permissive,Ruby,False
rspec/rspec-rails,https://github.com/rspec/rspec-rails.git,main,5255,2026-03-11,MIT,permissive,Ruby,False
sanger/sequencescape,https://github.com/sanger/sequencescape.git,develop,111,2026-04-18,MIT,permissive,Ruby,False
screwdriver-cd/screwdriver,https://github.com/screwdriver-cd/screwdriver.git,master,1042,2026-04-15,NOASSERTION,unknown,JavaScript,False
sengac/fspec,https://github.com/sengac/fspec.git,main,61,2026-04-19,MIT,permissive,TypeScript,False
silverbackis/ComponentsWebApp,https://github.com/silverbackis/ComponentsWebApp.git,master,23,2026-02-13,MIT,permissive,PHP,False
simnova/sharethrift,https://github.com/simnova/sharethrift.git,main,19,2026-04-17,MIT,permissive,TypeScript,False
simplecov-ruby/simplecov,https://github.com/simplecov-ruby/simplecov.git,main,4883,2026-04-18,MIT,permissive,Ruby,False
site-prism/site_prism,https://github.com/site-prism/site_prism.git,main,353,2026-04-15,BSD-3-Clause,permissive,Ruby,False
sizzlelab/kassi,https://github.com/sizzlelab/kassi.git,master,25,2012-05-25,NOASSERTION,unknown,Ruby,False
smalruby/smalruby-editor,https://github.com/smalruby/smalruby-editor.git,master,58,2017-08-01,MIT,permissive,Ruby,False
sourcefabric/Newscoop,https://github.com/sourcefabric/Newscoop.git,v4.4,255,2018-07-10,GPL-3.0,copyleft,PHP,False
sroze/companienv,https://github.com/sroze/companienv.git,master,246,2023-08-28,MIT,permissive,PHP,False
sroze/kubernetes-client,https://github.com/sroze/kubernetes-client.git,master,12,2018-04-19,,unlicensed,PHP,False
stackus/ftgogo,https://github.com/stackus/ftgogo.git,master,142,2022-10-11,,unlicensed,Go,False
superdesk/superdesk-core,https://github.com/superdesk/superdesk-core.git,develop,32,2026-04-17,AGPL-3.0,copyleft,Python,False
superfluid-org/superfluid-explorer,https://github.com/superfluid-org/superfluid-explorer.git,master,26,2026-03-19,MIT,permissive,TypeScript,False
surzycki/picobox,https://github.com/surzycki/picobox.git,master,22,2018-10-02,MIT,permissive,Ruby,False
technicalpickles/jeweler,https://github.com/technicalpickles/jeweler.git,master,1475,2021-01-03,MIT,permissive,Ruby,False
theodi/open-data-certificate,https://github.com/theodi/open-data-certificate.git,master,47,2023-03-10,MIT,permissive,Ruby,False
tooploox/oya,https://github.com/tooploox/oya.git,master,151,2023-05-24,MIT,permissive,Go,False
trema/pio,https://github.com/trema/pio.git,develop,27,2017-05-02,,unlicensed,Ruby,False
trydionel/git-pivotal,https://github.com/trydionel/git-pivotal.git,master,354,2012-10-24,MIT,permissive,Ruby,False
uyuni-project/uyuni,https://github.com/uyuni-project/uyuni.git,master,553,2026-04-18,GPL-2.0,copyleft,Java,False
vegaprotocol/vega,https://github.com/vegaprotocol/vega.git,develop,45,2025-02-03,AGPL-3.0,copyleft,Go,False
wapcaplet/kelp,https://github.com/wapcaplet/kelp.git,master,26,2017-06-20,MIT,permissive,Ruby,False
wconrad/ftpd,https://github.com/wconrad/ftpd.git,master,133,2025-02-16,NOASSERTION,unknown,Ruby,False
wedow/ticket,https://github.com/wedow/ticket.git,master,731,2026-03-16,MIT,permissive,Shell,False
wp-cli/wp-cli,https://github.com/wp-cli/wp-cli.git,main,5061,2026-04-17,MIT,permissive,PHP,False
wp-cli/wp-cli-tests,https://github.com/wp-cli/wp-cli-tests.git,main,42,2026-04-17,MIT,permissive,PHP,False
yaochangyu/sample.dotblog,https://github.com/yaochangyu/sample.dotblog.git,master,77,2026-03-30,LGPL-3.0,copyleft,TSQL,False
yp-engineering/jcov,https://github.com/yp-engineering/jcov.git,master,13,2014-01-15,MIT,permissive,JavaScript,False
zl4bv/aws-session-credentials,https://github.com/zl4bv/aws-session-credentials.git,master,10,2018-03-08,MIT,permissive,Ruby,False
